Alter_beim_Tod,Zuckerkonsum,Alkoholkonsum,BMI,Sozialstatus,Sport,Raucher,Geschlecht
81,mittel,mittel,27.9,Mittelschicht,moderat,nein,w
65,hoch,moderat,23.9,arm,moderat,ja,m
86,hoch,keiner,28.6,Mittelschicht,viel,nein,divers
61,mittel,moderat,26.4,Mittelschicht,moderat,nein,m
55,mittel,keiner,25.2,obere Mittelschicht,moderat,nein,m
93,mittel,hoch,21.2,Mittelschicht,viel,nein,m
66,hoch,moderat,28.1,arm,moderat,nein,w
59,mittel,keiner,22.5,Mittelschicht,viel,nein,w
80,niedrig,moderat,22.5,reich,moderat,nein,w
72,mittel,moderat,28.0,Mittelschicht,viel,nein,divers
79,niedrig,mittel,26.1,untere Mittelschicht,viel,nein,divers
71,niedrig,hoch,26.5,Mittelschicht,moderat,nein,w
73,mittel,keiner,26.8,Mittelschicht,moderat,ja,w
70,mittel,mittel,24.3,obere Mittelschicht,viel,ja,m
65,mittel,mittel,24.9,obere Mittelschicht,moderat,ja,m
66,hoch,keiner,20.5,untere Mittelschicht,keiner,nein,divers
77,hoch,hoch,25.9,Mittelschicht,moderat,nein,divers
82,niedrig,moderat,23.3,obere Mittelschicht,moderat,nein,m
79,hoch,keiner,27.2,obere Mittelschicht,moderat,nein,w
79,mittel,mittel,21.7,Mittelschicht,viel,nein,divers
76,niedrig,mittel,26.5,reich,viel,ja,m
75,mittel,moderat,16.7,Mittelschicht,moderat,nein,divers
76,mittel,moderat,33.9,obere Mittelschicht,moderat,nein,m
71,mittel,mittel,22.1,Mittelschicht,viel,nein,w
78,mittel,mittel,26.2,reich,keiner,nein,divers
86,niedrig,moderat,20.0,Mittelschicht,moderat,ja,w
82,niedrig,moderat,27.4,Mittelschicht,moderat,ja,w
73,hoch,mittel,26.4,reich,moderat,ja,m
85,mittel,moderat,28.5,untere Mittelschicht,moderat,ja,divers
63,mittel,keiner,28.3,Mittelschicht,viel,nein,w
74,hoch,moderat,25.3,obere Mittelschicht,moderat,nein,w
75,hoch,mittel,24.4,reich,keiner,nein,w
86,niedrig,mittel,24.7,reich,viel,ja,w
63,hoch,mittel,23.4,untere Mittelschicht,keiner,ja,w
76,niedrig,mittel,29.9,Mittelschicht,viel,nein,w
81,hoch,keiner,21.6,untere Mittelschicht,viel,nein,m
99,hoch,mittel,26.1,obere Mittelschicht,keiner,nein,m
87,niedrig,moderat,24.4,obere Mittelschicht,moderat,ja,w
80,niedrig,mittel,28.4,obere Mittelschicht,moderat,ja,m
87,hoch,mittel,29.2,obere Mittelschicht,keiner,ja,divers
83,mittel,mittel,23.7,arm,moderat,nein,divers
69,mittel,mittel,26.3,Mittelschicht,moderat,ja,w
84,hoch,mittel,24.1,Mittelschicht,moderat,nein,divers
85,mittel,moderat,30.8,arm,keiner,nein,w
65,mittel,moderat,21.7,untere Mittelschicht,moderat,ja,w
73,mittel,moderat,26.2,Mittelschicht,keiner,nein,w
69,mittel,mittel,30.4,arm,moderat,ja,w
79,niedrig,mittel,25.2,untere Mittelschicht,moderat,nein,w
60,mittel,moderat,19.7,arm,moderat,ja,divers
77,hoch,moderat,16.5,Mittelschicht,moderat,ja,m
85,mittel,keiner,24.4,reich,moderat,ja,divers
100,niedrig,mittel,34.2,obere Mittelschicht,keiner,nein,w
73,mittel,moderat,24.6,Mittelschicht,moderat,nein,m
84,hoch,mittel,31.8,Mittelschicht,viel,ja,m
58,hoch,moderat,17.9,untere Mittelschicht,viel,nein,m
68,hoch,mittel,27.3,Mittelschicht,moderat,nein,m
79,niedrig,moderat,29.3,untere Mittelschicht,viel,ja,w
63,mittel,mittel,15.7,Mittelschicht,moderat,nein,w
83,hoch,keiner,21.7,Mittelschicht,viel,nein,m
54,niedrig,mittel,25.6,Mittelschicht,keiner,nein,w
82,niedrig,mittel,24.5,Mittelschicht,moderat,nein,m
70,mittel,moderat,24.4,arm,viel,nein,w
71,niedrig,keiner,19.6,reich,moderat,nein,divers
67,mittel,moderat,27.1,arm,moderat,nein,w
78,mittel,mittel,25.7,Mittelschicht,moderat,ja,m
65,mittel,moderat,24.3,untere Mittelschicht,moderat,ja,divers
53,hoch,keiner,25.7,untere Mittelschicht,viel,nein,m
89,niedrig,moderat,19.1,obere Mittelschicht,moderat,nein,m
69,niedrig,moderat,26.3,Mittelschicht,viel,nein,m
87,mittel,moderat,23.2,Mittelschicht,keiner,nein,divers
68,mittel,moderat,17.1,Mittelschicht,moderat,nein,divers
76,mittel,moderat,33.2,obere Mittelschicht,viel,nein,w
77,mittel,moderat,24.9,obere Mittelschicht,keiner,nein,m
78,niedrig,mittel,25.0,untere Mittelschicht,viel,nein,divers
66,hoch,moderat,28.3,obere Mittelschicht,moderat,nein,w
77,niedrig,hoch,25.1,obere Mittelschicht,viel,ja,w
65,mittel,moderat,30.2,Mittelschicht,keiner,nein,m
81,hoch,hoch,22.8,Mittelschicht,moderat,nein,m
85,hoch,hoch,23.0,obere Mittelschicht,viel,ja,divers
67,mittel,moderat,22.0,Mittelschicht,keiner,nein,m
57,mittel,keiner,26.9,Mittelschicht,moderat,nein,m
56,mittel,moderat,20.1,arm,moderat,nein,w
54,mittel,hoch,24.7,untere Mittelschicht,viel,nein,divers
73,mittel,moderat,23.7,obere Mittelschicht,viel,nein,divers
64,mittel,keiner,20.3,untere Mittelschicht,viel,ja,w
79,mittel,keiner,22.8,Mittelschicht,moderat,nein,divers
78,mittel,moderat,21.5,untere Mittelschicht,viel,nein,divers
76,hoch,moderat,30.2,arm,moderat,ja,divers
80,niedrig,keiner,23.4,obere Mittelschicht,moderat,nein,m
77,niedrig,mittel,24.0,Mittelschicht,moderat,nein,m
75,niedrig,moderat,23.7,obere Mittelschicht,viel,nein,divers
73,mittel,keiner,25.8,Mittelschicht,moderat,ja,divers
65,hoch,mittel,20.9,obere Mittelschicht,moderat,nein,w
61,mittel,moderat,18.6,Mittelschicht,moderat,ja,w
62,hoch,mittel,25.6,Mittelschicht,moderat,nein,m
66,mittel,keiner,27.1,obere Mittelschicht,keiner,nein,divers
75,niedrig,moderat,17.1,Mittelschicht,viel,nein,divers
81,hoch,mittel,28.2,arm,moderat,nein,m
65,hoch,mittel,26.7,untere Mittelschicht,keiner,nein,m
66,hoch,hoch,25.4,reich,moderat,nein,w
62,mittel,mittel,17.8,Mittelschicht,keiner,nein,divers
71,hoch,keiner,24.5,obere Mittelschicht,viel,ja,w
71,hoch,keiner,20.3,Mittelschicht,viel,nein,divers
71,niedrig,mittel,26.1,Mittelschicht,viel,nein,divers
74,hoch,moderat,25.7,obere Mittelschicht,viel,nein,w
68,mittel,hoch,29.7,Mittelschicht,viel,nein,m
63,niedrig,mittel,27.0,untere Mittelschicht,moderat,ja,m
86,niedrig,keiner,26.9,Mittelschicht,keiner,nein,m
72,mittel,moderat,22.9,untere Mittelschicht,moderat,nein,m
85,mittel,moderat,19.3,untere Mittelschicht,keiner,nein,m
65,mittel,mittel,23.4,arm,keiner,ja,divers
87,mittel,keiner,26.5,obere Mittelschicht,moderat,nein,divers
65,hoch,mittel,23.8,obere Mittelschicht,viel,nein,w
68,mittel,keiner,22.2,untere Mittelschicht,moderat,ja,m
84,niedrig,keiner,19.5,reich,moderat,nein,m
91,mittel,moderat,28.3,Mittelschicht,moderat,nein,divers
85,mittel,keiner,23.1,reich,moderat,ja,divers
73,niedrig,mittel,19.3,Mittelschicht,viel,nein,m
69,mittel,hoch,27.0,Mittelschicht,viel,ja,divers
87,mittel,moderat,20.6,Mittelschicht,keiner,ja,divers
71,mittel,moderat,24.4,Mittelschicht,moderat,nein,divers
61,mittel,keiner,27.4,obere Mittelschicht,moderat,nein,m
67,niedrig,moderat,24.2,Mittelschicht,viel,ja,w
70,mittel,moderat,21.8,untere Mittelschicht,keiner,nein,w
74,mittel,mittel,24.1,obere Mittelschicht,moderat,ja,divers
71,mittel,moderat,22.1,Mittelschicht,moderat,nein,m
78,mittel,hoch,31.6,Mittelschicht,moderat,nein,divers
76,mittel,keiner,29.0,Mittelschicht,viel,nein,divers
61,hoch,keiner,25.6,reich,viel,ja,w
64,mittel,keiner,19.1,arm,viel,ja,w
67,mittel,keiner,29.8,arm,keiner,nein,w
84,mittel,keiner,26.0,obere Mittelschicht,moderat,nein,m
59,mittel,mittel,24.2,Mittelschicht,moderat,nein,w
78,mittel,moderat,25.7,untere Mittelschicht,moderat,nein,w
56,mittel,mittel,21.4,arm,keiner,nein,m
74,mittel,moderat,27.1,untere Mittelschicht,moderat,nein,divers
53,mittel,keiner,24.4,Mittelschicht,viel,nein,m
76,hoch,keiner,28.4,untere Mittelschicht,moderat,nein,m
81,mittel,mittel,27.3,reich,moderat,ja,m
67,niedrig,moderat,17.4,arm,moderat,ja,m
71,niedrig,moderat,29.0,obere Mittelschicht,keiner,nein,w
88,niedrig,moderat,27.8,Mittelschicht,keiner,nein,w
79,mittel,keiner,26.5,obere Mittelschicht,viel,ja,w
69,niedrig,moderat,24.5,Mittelschicht,keiner,nein,divers
91,mittel,mittel,21.2,Mittelschicht,moderat,nein,divers
91,hoch,hoch,23.7,Mittelschicht,viel,nein,divers
88,hoch,keiner,19.4,untere Mittelschicht,moderat,nein,divers
80,niedrig,keiner,22.1,reich,viel,ja,divers
60,hoch,mittel,25.9,Mittelschicht,keiner,ja,m
85,hoch,moderat,21.6,arm,moderat,nein,w
60,mittel,moderat,24.6,obere Mittelschicht,moderat,ja,w
74,mittel,moderat,27.2,untere Mittelschicht,keiner,ja,divers
84,niedrig,mittel,24.8,untere Mittelschicht,keiner,ja,divers
93,niedrig,moderat,25.9,obere Mittelschicht,moderat,nein,divers
71,niedrig,mittel,18.6,obere Mittelschicht,viel,nein,w
72,niedrig,moderat,23.7,arm,moderat,nein,m
84,mittel,hoch,26.8,arm,viel,nein,w
63,mittel,keiner,25.7,obere Mittelschicht,viel,nein,m
81,hoch,moderat,31.1,untere Mittelschicht,keiner,ja,w
83,mittel,moderat,28.0,obere Mittelschicht,moderat,ja,divers
75,mittel,mittel,26.6,Mittelschicht,viel,nein,w
87,mittel,keiner,19.7,Mittelschicht,keiner,ja,m
71,mittel,keiner,21.9,Mittelschicht,keiner,ja,divers
78,mittel,mittel,29.9,arm,moderat,nein,m
69,niedrig,moderat,15.4,obere Mittelschicht,viel,nein,divers
70,mittel,moderat,28.7,Mittelschicht,moderat,nein,w
80,mittel,moderat,26.7,Mittelschicht,viel,ja,divers
72,niedrig,moderat,19.9,Mittelschicht,moderat,nein,m
80,mittel,moderat,21.7,Mittelschicht,moderat,nein,w
96,mittel,mittel,27.3,Mittelschicht,moderat,ja,divers
69,niedrig,moderat,22.6,Mittelschicht,viel,ja,w
74,mittel,moderat,24.0,untere Mittelschicht,viel,ja,divers
86,hoch,keiner,25.7,Mittelschicht,moderat,ja,w
67,niedrig,keiner,32.6,obere Mittelschicht,viel,nein,w
75,mittel,moderat,28.1,reich,moderat,nein,divers
68,niedrig,mittel,26.5,reich,viel,nein,divers
78,mittel,moderat,17.4,Mittelschicht,viel,ja,w
95,niedrig,mittel,30.2,Mittelschicht,keiner,nein,w
71,mittel,mittel,20.6,arm,moderat,nein,w
78,mittel,mittel,25.3,Mittelschicht,keiner,nein,m
78,mittel,mittel,25.8,reich,moderat,ja,divers
80,mittel,mittel,30.8,reich,keiner,nein,divers
80,mittel,moderat,20.8,untere Mittelschicht,viel,nein,divers
88,hoch,keiner,31.6,reich,viel,nein,w
100,niedrig,keiner,20.5,Mittelschicht,moderat,nein,w
77,hoch,mittel,16.7,reich,moderat,ja,divers
80,hoch,mittel,22.8,reich,moderat,nein,m
94,niedrig,keiner,21.9,Mittelschicht,viel,nein,w
58,niedrig,moderat,23.1,untere Mittelschicht,viel,ja,divers
55,mittel,moderat,28.0,arm,moderat,nein,w
54,hoch,mittel,25.1,obere Mittelschicht,keiner,nein,divers
54,mittel,moderat,23.7,obere Mittelschicht,keiner,nein,divers
91,mittel,keiner,26.4,untere Mittelschicht,moderat,nein,m
66,mittel,moderat,24.9,arm,moderat,ja,divers
75,mittel,moderat,26.9,untere Mittelschicht,moderat,nein,w
61,mittel,moderat,27.4,Mittelschicht,viel,ja,w
47,niedrig,mittel,22.5,Mittelschicht,viel,nein,divers
70,niedrig,mittel,27.5,Mittelschicht,moderat,ja,divers
75,hoch,keiner,19.4,Mittelschicht,viel,ja,m
65,niedrig,moderat,25.8,Mittelschicht,moderat,ja,divers
74,mittel,mittel,22.7,Mittelschicht,moderat,nein,w
70,mittel,moderat,27.8,Mittelschicht,moderat,nein,w
69,mittel,mittel,24.6,Mittelschicht,moderat,nein,divers
96,hoch,moderat,19.3,Mittelschicht,moderat,ja,divers
56,mittel,mittel,28.1,Mittelschicht,moderat,nein,m
68,hoch,mittel,23.7,obere Mittelschicht,moderat,ja,m
67,mittel,keiner,24.0,Mittelschicht,viel,nein,w
90,mittel,moderat,28.2,obere Mittelschicht,viel,nein,m
83,mittel,moderat,19.3,untere Mittelschicht,viel,ja,divers
63,hoch,moderat,13.6,obere Mittelschicht,keiner,nein,w
66,mittel,keiner,28.8,untere Mittelschicht,viel,ja,m
80,mittel,keiner,24.1,untere Mittelschicht,moderat,nein,w
74,niedrig,mittel,22.2,arm,viel,ja,w
77,niedrig,keiner,28.1,untere Mittelschicht,moderat,ja,w
58,niedrig,keiner,26.2,Mittelschicht,viel,nein,w
84,mittel,keiner,23.3,obere Mittelschicht,moderat,nein,m
82,niedrig,moderat,36.3,untere Mittelschicht,moderat,nein,w
73,mittel,hoch,26.6,untere Mittelschicht,viel,ja,w
67,mittel,moderat,25.7,Mittelschicht,keiner,nein,m
79,mittel,moderat,25.8,reich,moderat,ja,m
64,mittel,mittel,25.8,arm,viel,nein,divers
89,mittel,keiner,26.8,obere Mittelschicht,viel,ja,divers
84,mittel,mittel,24.1,Mittelschicht,moderat,nein,m
82,mittel,keiner,26.1,untere Mittelschicht,viel,nein,m
65,mittel,keiner,26.3,reich,viel,nein,w
65,mittel,moderat,22.5,reich,moderat,nein,w
76,mittel,moderat,26.2,obere Mittelschicht,viel,nein,w
63,mittel,moderat,29.2,Mittelschicht,viel,nein,w
80,mittel,mittel,22.2,reich,viel,ja,divers
59,niedrig,mittel,24.4,untere Mittelschicht,viel,ja,w
70,mittel,moderat,25.5,Mittelschicht,keiner,ja,divers
71,mittel,moderat,17.0,arm,keiner,nein,divers
71,mittel,hoch,23.8,reich,viel,nein,divers
81,mittel,moderat,22.2,Mittelschicht,moderat,ja,divers
91,mittel,moderat,17.4,Mittelschicht,moderat,nein,divers
88,niedrig,hoch,24.1,obere Mittelschicht,viel,nein,divers
83,niedrig,keiner,25.3,arm,moderat,nein,divers
86,niedrig,moderat,23.5,untere Mittelschicht,keiner,nein,m
64,hoch,mittel,30.7,obere Mittelschicht,viel,nein,w
73,mittel,moderat,25.9,Mittelschicht,moderat,nein,m
87,mittel,mittel,20.9,untere Mittelschicht,viel,ja,m
80,mittel,moderat,22.6,obere Mittelschicht,viel,nein,m
73,hoch,moderat,25.3,arm,moderat,ja,divers
59,hoch,moderat,21.9,Mittelschicht,moderat,nein,m
88,mittel,moderat,28.5,reich,viel,nein,divers
74,hoch,keiner,26.0,reich,moderat,nein,m
72,mittel,moderat,30.4,untere Mittelschicht,moderat,nein,divers
72,niedrig,moderat,25.9,untere Mittelschicht,moderat,nein,divers
86,mittel,hoch,21.9,obere Mittelschicht,moderat,ja,divers
90,hoch,keiner,18.9,untere Mittelschicht,moderat,ja,m
91,mittel,mittel,23.5,Mittelschicht,moderat,ja,divers
72,hoch,mittel,17.4,obere Mittelschicht,moderat,ja,m
70,niedrig,keiner,20.8,arm,moderat,nein,m
68,mittel,hoch,24.5,Mittelschicht,moderat,ja,m
84,niedrig,keiner,25.8,reich,moderat,nein,w
78,niedrig,mittel,20.6,reich,keiner,nein,m
66,mittel,mittel,32.2,obere Mittelschicht,moderat,nein,w
67,niedrig,mittel,31.6,Mittelschicht,keiner,nein,divers
72,hoch,mittel,25.0,untere Mittelschicht,viel,ja,w
85,mittel,moderat,30.1,reich,moderat,ja,m
73,mittel,moderat,23.4,untere Mittelschicht,keiner,nein,m
74,mittel,moderat,26.4,reich,keiner,nein,w
83,hoch,moderat,25.0,obere Mittelschicht,moderat,nein,m
81,mittel,mittel,31.6,obere Mittelschicht,keiner,nein,divers
78,mittel,moderat,26.2,untere Mittelschicht,moderat,nein,m
59,mittel,keiner,14.5,Mittelschicht,keiner,nein,m
78,hoch,mittel,24.6,Mittelschicht,moderat,ja,m
69,niedrig,moderat,26.0,untere Mittelschicht,viel,nein,w
74,hoch,keiner,29.5,untere Mittelschicht,moderat,nein,divers
75,mittel,mittel,22.0,Mittelschicht,keiner,ja,m
84,hoch,keiner,24.1,obere Mittelschicht,viel,ja,w
80,mittel,mittel,23.1,untere Mittelschicht,keiner,nein,m
68,niedrig,hoch,25.3,untere Mittelschicht,moderat,nein,divers
75,mittel,mittel,26.9,obere Mittelschicht,keiner,nein,w
72,niedrig,mittel,17.7,Mittelschicht,moderat,nein,w
70,mittel,mittel,28.2,Mittelschicht,keiner,nein,m
72,niedrig,keiner,24.0,arm,moderat,nein,m
84,niedrig,moderat,22.2,obere Mittelschicht,moderat,nein,w
59,mittel,moderat,24.4,Mittelschicht,viel,nein,m
70,mittel,moderat,21.1,untere Mittelschicht,viel,nein,divers
73,hoch,moderat,27.0,arm,keiner,ja,m
74,mittel,mittel,26.2,untere Mittelschicht,moderat,ja,w
93,mittel,moderat,23.6,Mittelschicht,viel,nein,w
77,hoch,moderat,23.0,untere Mittelschicht,moderat,nein,divers
66,mittel,hoch,22.7,Mittelschicht,viel,ja,w
70,mittel,moderat,26.4,arm,viel,nein,w
98,niedrig,moderat,22.1,Mittelschicht,viel,ja,m
70,hoch,mittel,24.7,untere Mittelschicht,viel,ja,w
78,mittel,moderat,26.1,reich,keiner,nein,divers
87,niedrig,mittel,15.3,obere Mittelschicht,moderat,ja,divers
51,niedrig,keiner,23.0,obere Mittelschicht,moderat,nein,m
85,mittel,moderat,18.7,arm,moderat,nein,divers
44,hoch,moderat,27.3,Mittelschicht,keiner,ja,divers
77,hoch,moderat,20.6,reich,viel,nein,divers
65,mittel,moderat,21.1,arm,viel,nein,w
76,hoch,hoch,22.5,obere Mittelschicht,moderat,ja,w
79,niedrig,moderat,13.6,Mittelschicht,moderat,nein,divers
66,mittel,keiner,20.5,obere Mittelschicht,keiner,nein,m
72,mittel,mittel,22.8,reich,moderat,nein,divers
82,mittel,moderat,17.6,untere Mittelschicht,moderat,ja,w
75,niedrig,moderat,27.2,obere Mittelschicht,moderat,nein,m
93,mittel,mittel,23.1,obere Mittelschicht,keiner,ja,w
78,mittel,mittel,17.8,Mittelschicht,moderat,nein,m
51,mittel,mittel,28.4,untere Mittelschicht,viel,nein,divers
74,mittel,moderat,29.7,reich,moderat,nein,m
61,mittel,moderat,27.1,untere Mittelschicht,viel,nein,w
93,mittel,moderat,26.7,untere Mittelschicht,viel,nein,divers
77,hoch,moderat,25.0,obere Mittelschicht,moderat,nein,w
59,mittel,mittel,30.4,obere Mittelschicht,moderat,nein,w
68,hoch,mittel,27.0,Mittelschicht,moderat,ja,w
59,niedrig,keiner,20.3,obere Mittelschicht,moderat,nein,divers
89,mittel,moderat,23.6,reich,viel,nein,divers
89,hoch,moderat,24.7,Mittelschicht,viel,nein,divers
56,niedrig,mittel,28.6,Mittelschicht,keiner,ja,m
69,mittel,mittel,27.8,reich,moderat,nein,divers
75,niedrig,mittel,18.8,Mittelschicht,moderat,nein,m
76,hoch,mittel,33.8,Mittelschicht,viel,nein,m
79,niedrig,keiner,24.8,Mittelschicht,moderat,ja,w
85,hoch,mittel,25.8,obere Mittelschicht,moderat,nein,w
77,mittel,hoch,20.6,untere Mittelschicht,viel,nein,divers
77,hoch,moderat,29.1,obere Mittelschicht,moderat,nein,divers
66,mittel,mittel,30.7,obere Mittelschicht,viel,ja,w
74,hoch,moderat,21.4,Mittelschicht,viel,nein,m
84,mittel,moderat,23.9,reich,keiner,nein,divers
82,mittel,keiner,23.8,Mittelschicht,moderat,nein,w
74,mittel,moderat,27.0,Mittelschicht,keiner,ja,m
77,niedrig,moderat,17.0,reich,viel,nein,divers
63,mittel,moderat,28.7,Mittelschicht,keiner,ja,divers
73,hoch,mittel,22.9,obere Mittelschicht,keiner,nein,w
61,mittel,hoch,20.7,untere Mittelschicht,viel,nein,w
54,mittel,hoch,24.6,Mittelschicht,moderat,nein,m
69,mittel,mittel,21.1,untere Mittelschicht,moderat,nein,m
74,niedrig,moderat,26.5,Mittelschicht,moderat,ja,m
95,hoch,mittel,19.0,Mittelschicht,moderat,nein,divers
86,niedrig,keiner,28.9,Mittelschicht,moderat,nein,w
67,mittel,mittel,25.8,reich,viel,ja,w
70,mittel,hoch,25.7,untere Mittelschicht,moderat,ja,divers
90,niedrig,mittel,27.4,reich,moderat,nein,m
80,niedrig,hoch,23.3,reich,viel,nein,m
60,hoch,mittel,24.2,obere Mittelschicht,viel,nein,divers
87,hoch,moderat,18.9,untere Mittelschicht,viel,nein,w
64,mittel,moderat,25.5,reich,keiner,nein,divers
65,mittel,mittel,21.8,Mittelschicht,viel,ja,w
70,niedrig,mittel,19.5,Mittelschicht,viel,nein,divers
65,mittel,moderat,27.8,obere Mittelschicht,keiner,nein,divers
61,mittel,moderat,18.6,Mittelschicht,moderat,nein,divers
68,hoch,keiner,27.9,Mittelschicht,moderat,nein,m
73,hoch,keiner,23.1,obere Mittelschicht,moderat,nein,m
75,mittel,moderat,18.0,obere Mittelschicht,viel,ja,divers
79,mittel,hoch,26.5,obere Mittelschicht,keiner,nein,divers
70,niedrig,keiner,29.0,reich,moderat,nein,w
63,hoch,moderat,29.5,Mittelschicht,viel,ja,w
76,mittel,mittel,23.7,obere Mittelschicht,moderat,ja,w
74,niedrig,moderat,24.6,Mittelschicht,keiner,nein,m
87,mittel,keiner,20.7,Mittelschicht,viel,ja,w
67,niedrig,keiner,29.1,reich,keiner,nein,w
69,niedrig,hoch,28.6,Mittelschicht,viel,nein,m
91,mittel,moderat,23.4,Mittelschicht,viel,ja,divers
81,hoch,moderat,20.4,Mittelschicht,viel,nein,m
82,mittel,mittel,25.8,Mittelschicht,moderat,nein,m
79,hoch,moderat,22.4,untere Mittelschicht,moderat,ja,divers
58,niedrig,keiner,27.0,untere Mittelschicht,keiner,nein,w
54,hoch,hoch,23.7,Mittelschicht,moderat,nein,m
84,mittel,keiner,25.8,untere Mittelschicht,keiner,nein,w
94,niedrig,moderat,29.1,Mittelschicht,viel,nein,divers
68,mittel,mittel,25.1,arm,moderat,nein,w
74,hoch,moderat,18.7,obere Mittelschicht,moderat,nein,divers
65,niedrig,moderat,22.8,Mittelschicht,keiner,nein,w
54,mittel,moderat,25.2,Mittelschicht,moderat,nein,w
72,mittel,moderat,18.3,reich,viel,nein,divers
79,niedrig,mittel,27.9,untere Mittelschicht,keiner,nein,divers
77,hoch,moderat,23.7,Mittelschicht,viel,nein,m
80,hoch,moderat,27.7,Mittelschicht,moderat,nein,divers
78,hoch,mittel,21.7,Mittelschicht,keiner,nein,divers
77,niedrig,moderat,29.8,Mittelschicht,keiner,ja,w
69,niedrig,moderat,33.4,untere Mittelschicht,moderat,ja,w
69,niedrig,mittel,25.1,reich,keiner,ja,w
68,hoch,hoch,25.9,obere Mittelschicht,moderat,nein,m
57,niedrig,moderat,22.8,Mittelschicht,moderat,nein,divers
64,mittel,mittel,25.5,Mittelschicht,moderat,nein,divers
84,hoch,moderat,27.6,arm,viel,nein,m
51,hoch,moderat,33.2,Mittelschicht,moderat,nein,divers
77,mittel,keiner,21.9,Mittelschicht,keiner,ja,m
76,hoch,moderat,25.7,untere Mittelschicht,moderat,nein,w
68,hoch,mittel,25.8,Mittelschicht,moderat,ja,divers
68,niedrig,mittel,23.4,Mittelschicht,viel,ja,m
68,mittel,moderat,19.3,untere Mittelschicht,viel,nein,m
76,niedrig,keiner,27.3,Mittelschicht,keiner,nein,m
80,niedrig,mittel,28.3,Mittelschicht,keiner,nein,m
78,mittel,moderat,22.9,reich,viel,nein,m
83,mittel,hoch,19.6,Mittelschicht,viel,nein,w
65,mittel,hoch,21.1,arm,moderat,nein,divers
85,niedrig,keiner,28.8,untere Mittelschicht,moderat,nein,w
79,niedrig,moderat,29.3,Mittelschicht,moderat,ja,w
66,niedrig,mittel,26.4,Mittelschicht,moderat,nein,m
73,mittel,moderat,28.4,arm,viel,nein,m
73,mittel,moderat,23.5,obere Mittelschicht,viel,ja,m
80,mittel,keiner,28.5,Mittelschicht,keiner,nein,w
68,hoch,mittel,24.8,untere Mittelschicht,moderat,nein,divers
64,niedrig,moderat,15.0,untere Mittelschicht,viel,nein,w
77,hoch,keiner,27.4,Mittelschicht,moderat,ja,divers
77,mittel,hoch,17.2,Mittelschicht,moderat,ja,divers
71,niedrig,mittel,16.1,untere Mittelschicht,moderat,nein,divers
88,hoch,hoch,20.7,untere Mittelschicht,moderat,ja,w
87,mittel,moderat,28.8,obere Mittelschicht,moderat,nein,w
65,mittel,mittel,20.5,untere Mittelschicht,moderat,ja,divers
78,niedrig,keiner,21.6,obere Mittelschicht,moderat,nein,w
76,mittel,mittel,23.1,Mittelschicht,moderat,ja,m
57,mittel,moderat,16.1,Mittelschicht,viel,nein,divers
77,mittel,keiner,22.8,Mittelschicht,viel,nein,divers
69,mittel,hoch,27.8,arm,moderat,nein,m
86,niedrig,mittel,23.9,Mittelschicht,keiner,nein,m
71,niedrig,moderat,27.0,untere Mittelschicht,viel,nein,w
61,mittel,hoch,25.9,Mittelschicht,viel,nein,divers
80,niedrig,keiner,27.7,arm,viel,nein,w
55,hoch,moderat,22.0,reich,moderat,ja,m
66,mittel,keiner,25.4,Mittelschicht,moderat,nein,w
79,mittel,mittel,31.0,untere Mittelschicht,keiner,nein,m
70,niedrig,keiner,23.0,reich,moderat,nein,divers
86,mittel,hoch,26.2,Mittelschicht,viel,nein,divers
87,hoch,hoch,26.2,arm,keiner,nein,w
63,mittel,keiner,19.7,arm,moderat,nein,w
59,mittel,keiner,27.6,obere Mittelschicht,viel,nein,divers
86,mittel,moderat,32.4,arm,moderat,ja,divers
83,mittel,moderat,29.7,untere Mittelschicht,viel,nein,divers
